,id_lattes,titulo,autores,terms
0,123085996424788,Medician Diagnóstica - Algoritmos Diagnosticos em Medicina Interna,"Sampaio, J. L. M.","[('algoritmos', 'medician diagnóstica - algoritmos diagnosticos em medicina interna')]"
1,123085996424788,Medicina Diagnóstica - Algoritmos Diagnósticos em Medicina Interna,"MOISES, V. A.; PARDI, M. M.; DOIN, F. L. C.; SIQUEIRA, V. N.; GRANATO, C. F. H.; Sampaio, J. L. M.","[('algoritmos', 'medicina diagnóstica - algoritmos diagnósticos em medicina interna')]"
2,1306681534855748,Estudo e implementac&#807;a&#771;o de heuri&#769;sticas para otimizar os algoritmos aplicados a puzzle games,"NOVAES, G,M; BONIN, C. R. B.; ALMEIDA FILHO, M,L,R de; MACHADO, A,F,V","[('algoritmos', 'estudo e implementac&#807;a&#771;o de heuri&#769;sticas para otimizar os algoritmos aplicados a puzzle games')]"
3,1306681534855748,Estudo e implementac&#807;a&#771;o de heuri&#769;sticas para otimizar os algoritmos aplicados a puzzle games,"MACHADO, A,F,V; CLUA, E. W. G.; BONIN, C. R. B.; NOVAES, G,M; ALMEIDA FILHO, M,L,R de","[('algoritmos', 'estudo e implementac&#807;a&#771;o de heuri&#769;sticas para otimizar os algoritmos aplicados a puzzle games')]"
4,4099917464800478,Algoritmos em terapia intensiva: Neonatologia e emergências pediátricas,"DINIZ, Edna Maria de Albuquerque","[('algoritmos', 'algoritmos em terapia intensiva: neonatologia e emergências pediátricas')]"
5,4099917464800478,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","Diniz, Edna M A; VAZ, Flavio Adolfo Costa","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
6,4099917464800478,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","Diniz, Edna M A; VAZ, Flavio Adolfo Costa","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
7,6272980451148858,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","GUINSBURG, R.; BALDA, R. C. X.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
8,9380119606091438,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","Deutsch AD; CALIL, V. M. L. T.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
9,9380119606091438,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","DEUTSCH, A. D.; CALIL, V. M. L. T.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
10,9858189664859918,"Comunidades, Algoritmos e Ativismos Digitais: olhares afrodiaspóricos","CARRERA, F. A. S.","[('algoritmos', 'comunidades, algoritmos e ativismos digitais: olhares afrodiaspóricos')]"
11,245137809255179,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","SCHVARTSMAN, Benita Galassi Soares; Cardoso MP; Zorub T","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
12,245137809255179,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","SCHVARTSMAN, Benita Galassi Soares; Issa LJ","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
13,245137809255179,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","SCHVARTSMAN, Benita Galassi Soares; Issa LJ","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
14,245137809255179,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","SCHVARTSMAN, Benita Galassi Soares","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
15,245137809255179,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","SCHVARTSMAN, Benita Galassi Soares; CARDOSO, M. P.; ZORUB, T.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
16,245137809255179,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","SCHVARTSMAN, Benita Galassi Soares; ISSA, L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
17,245137809255179,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","SCHVARTSMAN, Benita Galassi Soares; ISSA, L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
18,245137809255179,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","SCHVARTSMAN, Benita Galassi Soares","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
19,1055555496835379,"OFICINA NACIONAL EM PROBLEMAS COMBINATORIOS, 2. ANAIS. TEORIA, ALGORITMOS E APLICACOES","CARNIELLI, Walter","[('algoritmos', 'oficina nacional em problemas combinatorios, 2. anais. teoria, algoritmos e aplicacoes')]"
20,1440366714960339,"Comunidades, algoritmos e ativismos digitais: Olhares afrodiaspóricos","ARAUJO, R. F.; SILVA JÚNIOR, J. F.","[('algoritmos', 'comunidades, algoritmos e ativismos digitais: olhares afrodiaspóricos')]"
21,4598026494831539,Manual de Algoritmos e Fórmulas Úteis em Anestesiologia,"DUVAL NETO, G. F.","[('algoritmos', 'manual de algoritmos e fórmulas úteis em anestesiologia')]"
22,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
23,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
24,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
25,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
26,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
27,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
28,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, Marco Cesar; Luna, Henrique Pacca Loureiro; GOLDBARG, Elizabeth Ferreira Gouvêa","[('programação linear', 'programação linear e fluxos em redes')]"
29,4969546467649519,Medicina Diagnostica: Algoritmos Diagnosticos em Medicina Interna,"J Natour; Silva J; ANDRADE, L. E. C.","[('algoritmos', 'medicina diagnostica: algoritmos diagnosticos em medicina interna')]"
30,5015628585088649,Manual de Algoritmos e Fórmulas Úteis em Anestesiologia,"SILVA, E. D.; SIMÕES, C M; MARGARIDO, C. B.","[('algoritmos', 'manual de algoritmos e fórmulas úteis em anestesiologia')]"
31,7166345614901379,"Algoritmos em Terapia Intensiva Pediatria, Neonatologia e Emergências Pediátricas","O, Sakae P P; KREBS, V. L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediatria, neonatologia e emergências pediátricas')]"
32,7166345614901379,"Algoritmos em Terapia Intensiva Pediatria, Neonatologia e Emergências Pediátricas","KREBS, V. L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediatria, neonatologia e emergências pediátricas')]"
33,7166345614901379,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","PRECIOSO, A R; KREBS, V. L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
34,7166345614901379,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","SOARES, A. C. C.; KREBS, V. L. J.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
35,7166345614901379,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","KREBS, V. L. J.; VAZ, Flávio Adolfo C.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
36,7813903903873939,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","SCHVARTSMAN, C","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
37,7813903903873939,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas. Ed Rev Atual","Schvartsman, Cláudio","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas. ed rev atual')]"
38,8712080023080689,Emergências Cirúrgicas Traumáticas e não traumáticas: condutas e algoritmos,"GAGLARDI, Danilo; Corsi PR; POCHINI, C C","[('algoritmos', 'emergências cirúrgicas traumáticas e não traumáticas: condutas e algoritmos')]"
39,211300683784278,Uma Introdução Sucinta a Algoritmos de Aproximação,"FERNANDES, C. G.; MIYAZAWA, F. K.; CERIOLI, M. R.; FEOFILOFF, P.","[('algoritmos', 'uma introdução sucinta a algoritmos de aproximação')]"
40,2076226496164348,Métodos de Decomposição Parcial do Espectro de uma Matriz,"BEZERRA, L. H.; BAZÁN, F. S. V.","[('métodos de decomposição', 'métodos de decomposição parcial do espectro de uma matriz')]"
41,2089233172729108,Introdução a algoritmos,"PARREIRA, F.; SILVEIRA, S. R.; BERTOLINI, Cristiano; SEVERO, R.","[('algoritmos', 'introdução a algoritmos')]"
42,2150972086881898,Introdução aos algoritmos randomizados,"de Figueiredo, CMH; da Fonseca,GD; LEMOS, M.; de Sá, VGP","[('algoritmos', 'introdução aos algoritmos randomizados')]"
43,2150972086881898,"Criptografia, Numeros Primos e Algoritmos","LEMOS, M.","[('algoritmos', 'criptografia, numeros primos e algoritmos')]"
44,2414966243927098,Algoritmos,"BASSI, P. R.; NAUFFAUL, S. R.","[('algoritmos', 'algoritmos')]"
45,2741458816539568,"Introdução à Mineração de Dados: Conceitos Básicos, Algoritmos e Aplicações","DE CASTRO, L. N.; FERRARI, D. G.","[('algoritmos', 'introdução à mineração de dados: conceitos básicos, algoritmos e aplicações')]"
46,2800973010325998,Algoritmos Genéticos: uma aplicação na geração de tabelas de quantização YCbCr para o padrão JPEG e Avaliação de Artefatos de blocos,"SANTOS, D. M.; VEIGA, A. C.P","[('algoritmos', 'algoritmos genéticos: uma aplicação na geração de tabelas de quantização ycbcr para o padrão jpeg e avaliação de artefatos de blocos')]"
47,2835416571685218,Algoritmos Genéticos Uma Aplicação na Geração de Tabelas de Quantização YCbCr para o Padrão JPEG e Avaliação de Artefatos de Blocos,"SANTOS, D. M.; VEIGA, A.C.P.","[('algoritmos', 'algoritmos genéticos uma aplicação na geração de tabelas de quantização ycbcr para o padrão jpeg e avaliação de artefatos de blocos')]"
48,2880269661454528,PROGRAMAÇÃO LINEAR,"BARBOSA, R. M.","[('programação linear', 'programação linear')]"
49,2888641121265608,"Grafos Conceitos, Algoritmos e Aplicações","GOLDBARG, Marco César; GOLDBARG, E. F. G.","[('algoritmos', 'grafos conceitos, algoritmos e aplicações')]"
50,2888641121265608,Programação Linear e Fluxos em Rdeds,"GOLDBARG, Marco César; LUNA, Henrique Pacca Loureiro; GOLDBARG, ELIZABETH F. G.","[('programação linear', 'programação linear e fluxos em rdeds')]"
51,2888641121265608,Otimização Combinatória e Meta-heurísticas: Algoritmos e Aplicações,"GOLDBARG, Marco César; Goldbarg, Elizabeth Ferreira Gouvêa; LUNA, Henrique Pacca Loureiro","[('algoritmos', 'otimização combinatória e meta-heurísticas: algoritmos e aplicações')]"
52,3487530268089418,Análises multiobjetivo baseada em programação linear,"ALENCAR, V. C.","[('programação linear', 'análises multiobjetivo baseada em programação linear')]"
53,3959416925693018,Métodos de otimização Randômica: Algoritmos Genéticos e Simulated Annelaing,"SARAMAGO, S. F. P.","[('algoritmos', 'métodos de otimização randômica: algoritmos genéticos e simulated annelaing')]"
54,3959416925693018,Métodos Estocásticos de Otimização: Algoritmos Genéticos e Evolução Diferencial,"Brandão, M. A. L.; SARAMAGO, S. F. P.","[('algoritmos', 'métodos estocásticos de otimização: algoritmos genéticos e evolução diferencial')]"
55,4298956315977258,Fundamentos de Análisis de Algoritmos,"Torres, S.A.; Tabares, P. C. C.; Posada, J.E.G.","[('algoritmos', 'fundamentos de análisis de algoritmos')]"
56,4324174661089348,Programação Linear: Um Primeiro Curso,"HUMES JUNIOR, C.; HUMES, A. F. P. C.","[('programação linear', 'programação linear: um primeiro curso')]"
57,4512658167877638,Uma Introdução Sucinta a Algoritmos de Aproximação,"CARVALHO, M. H.; FERREIRA, Carlos Eduardo; Fernandes, C.G.; MIYAZAWA, Flávio K.; Coelho, J.P.; GUIMARÃES, Katia Silva; Cerioli, M.R.; Feofiloff, P.; Dahab, R.; Wakabayashi, Y.","[('algoritmos', 'uma introdução sucinta a algoritmos de aproximação')]"
58,5620795941510888,MÉTODO DOS MÍNIMOS QUADRADOS COM APLICAÇÕES EM ENGENHARIA,"COSTA, N. A.; SILVA, F. L. H.; CAVALCANTE, J. A.; SANTOS, S. F. M.","[('mínimos quadrados', 'método dos mínimos quadrados com aplicações em engenharia')]"
59,6699185881827288,Programação linear,"Macambira, A. F. U. S.; MACULAN, N.; CABRAL, L. A. F.; PINTO, L. L.","[('programação linear', 'programação linear')]"
60,6800442072685268,Democracia e os códigos invisíveis: como os algoritmos estão modulando comportamentos e escolhas políticas,"SILVEIRA, Sérgio Amadeu","[('algoritmos', 'democracia e os códigos invisíveis: como os algoritmos estão modulando comportamentos e escolhas políticas')]"
61,8775077428017258,Introdução 'a complexidade de algoritmos paralelos,"TERADA, Routo","[('algoritmos', ""introdução 'a complexidade de algoritmos paralelos"")]"
62,8775077428017258,Desenvolvimento de algoritmos e estrutura de dados,"TERADA, Routo","[('algoritmos', 'desenvolvimento de algoritmos e estrutura de dados')]"
63,8775077428017258,Introdução à Computação e à construção de algoritmos,"TERADA, Routo; SETZER, V.","[('algoritmos', 'introdução à computação e à construção de algoritmos')]"
64,8775077428017258,Desenvolvimento de Algoritmos e Complexidade de Computacao,"TERADA, Routo","[('algoritmos', 'desenvolvimento de algoritmos e complexidade de computacao')]"
65,9343283105180098,"Controle das características geométricas de nanopartículas de prata: Algoritmos Genéticos, Microfluídica e Conformação Temporal de pulsos de lasers de femtossegundos como ferramentas","Cordeiro, T. S.; SAMAD, RICARDO ELGUL.","[('algoritmos', 'controle das características geométricas de nanopartículas de prata: algoritmos genéticos, microfluídica e conformação temporal de pulsos de lasers de femtossegundos como ferramentas')]"
66,398022333968279,"Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas","CARVALHO, W. B.; TROSTER, E. J.; BOUSSO, A.; GESSULLO, A.V.; KOPELMAN, B. I.; SCHWARTSMAN, C.; Gurgueira, G.L.; LOTUFO, J. P. B.; FERNANDES, J. C.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
67,1096789853293909,Tópicos em Algoritmos sobre Sequências,"LAGO, A. P.; SIMON, I.","[('algoritmos', 'tópicos em algoritmos sobre sequências')]"
68,2708354422178489,Algoritmos evolucionários para otimização multiobjetiva: um estudo comparativo para projetos de redes ópticas,"ARAÚJO, D. R. B.","[('algoritmos', 'algoritmos evolucionários para otimização multiobjetiva: um estudo comparativo para projetos de redes ópticas')]"
69,2913832716434829,Manual de Algoritmos e Formulas Uteis em Anestesiologia,"FONSECA, N. M.","[('algoritmos', 'manual de algoritmos e formulas uteis em anestesiologia')]"
70,4635320220484649,Lógica de Programação e Algoritmos,"Coelho, K; CACHO, N. A. A.","[('algoritmos', 'lógica de programação e algoritmos')]"
71,4711617551185819,Introdução aos Algoritmos: Notas de Aula,"KOLIVER, C.; DORNELES, R. V.; ADAMI, A. G.; MARTINOTTO, André Luís; GAVA, V.; CASSOL, L. A.","[('algoritmos', 'introdução aos algoritmos: notas de aula')]"
72,4967240163248619,Otimização Combinatória e Programação Linear: Modelos e Algoritmos,"GOLDBARG, Marco Cesar; Luna, H. P. L.","[('algoritmos', 'otimização combinatória e programação linear: modelos e algoritmos'), ('programação linear', 'otimização combinatória e programação linear: modelos e algoritmos')]"
73,4967240163248619,Otimização Combinatória e Programação Linear: Modelos e Algorítimos,"GOLDBARG, Marco Cesar; Luna, H. P. L.","[('programação linear', 'otimização combinatória e programação linear: modelos e algorítimos')]"
74,4967240163248619,Otimização Combinatória e Meta-Heurísticas: Algoritmos e Aplicações,"GOLDBARG, M. C.; Goldbarg, E. F. G.; Luna, H. P. L.","[('algoritmos', 'otimização combinatória e meta-heurísticas: algoritmos e aplicações')]"
75,4967240163248619,Programação Linear e Fluxos em Redes,"GOLDBARG, M. C.; Luna, H. P. L.; Goldbarg, E. F. G.","[('programação linear', 'programação linear e fluxos em redes')]"
76,5742885316028139,Programação Linear com aplicações em teoria de jogos e avaliação de desempenho (data envelopment analysis),"LINS, M. P. E.; CALÔBA, G. M.","[('programação linear', 'programação linear com aplicações em teoria de jogos e avaliação de desempenho (data envelopment analysis)')]"
77,6034895056612739,Programação Linear: um primeiro curso,"HUMES C.; HUMES, A. F. P. C.","[('programação linear', 'programação linear: um primeiro curso')]"
78,6042694480342149,"Grafos: Teoria, Modelos, Algoritmos","BOAVENTURA NETTO, P. O.","[('algoritmos', 'grafos: teoria, modelos, algoritmos')]"
79,6042694480342149,"Grafos: Teoria, Modelos, Algoritmos (2a. edição)","BOAVENTURA NETTO, P. O.","[('algoritmos', 'grafos: teoria, modelos, algoritmos (2a. edição)')]"
80,6042694480342149,"Grafos: Teoria, Modelos, Algoritmos (4a. edição)","BOAVENTURA NETTO, P. O.","[('algoritmos', 'grafos: teoria, modelos, algoritmos (4a. edição)')]"
81,6042694480342149,"Grafos: Teoria, Modelos, Algoritmos (5a. edição)","BOAVENTURA NETTO, P. O.","[('algoritmos', 'grafos: teoria, modelos, algoritmos (5a. edição)')]"
82,6042694480342149,"Grafos: Teoria, Modelos, Algoritmos (3a. edição)","BOAVENTURA NETTO, P. O.","[('algoritmos', 'grafos: teoria, modelos, algoritmos (3a. edição)')]"
83,7166345614901379,"Algoritmos em Terapia Intensiva. Pediatria, Neonatologia e Emergências Pediátricas","CARVALHO, W. B.; TROSTER, E. J.; KREBS, V. L. J.; KOPELMAN, B.","[('algoritmos', 'algoritmos em terapia intensiva. pediatria, neonatologia e emergências pediátricas')]"
84,7568520840965379,"Data Mining: Conceitos, Técnicas, Algoritmos, Orientações e Aplicações","GOLDSCHMIDT, R. R.; PASSOS, E.; BEZERRA, E.","[('algoritmos', 'data mining: conceitos, técnicas, algoritmos, orientações e aplicações')]"
85,7813903903873939,"Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas","GESSULO, A. D.; KOPELMAN, B. I.; Schvartsman, Cláudio; GURGUEIRA, G. L.; LOTUFO, J. P.; FERNANDES, J. C.; KREBS, V. L.","[('algoritmos', 'algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas')]"
86,7936250443046799,Algoritmos,"VIÉGAS, F.; ASSIS, G. A.","[('algoritmos', 'algoritmos')]"
87,8413302716167289,Programação Linear,"PRADO, D. S.","[('programação linear', 'programação linear')]"
88,8607700007895519,Fretes e Frotas: Redução de Custos no Transporte Rodoviário de Cargas: Algoritmos e Sistemas para Redução de Custos,AMIR MATTAR VALENTE,"[('algoritmos', 'fretes e frotas: redução de custos no transporte rodoviário de cargas: algoritmos e sistemas para redução de custos')]"
89,9093778207598219,Pesquisa operacional: Programação Linear Passo a Passo.,"RODRIGUES, L. H.; ALHLERT, F.; LACERDA, D. P.; CAMARGO, L. F. R.; LIMA, P. N.","[('programação linear', 'pesquisa operacional: programação linear passo a passo.')]"
90,9306576520691089,Programação Linear (2a Edição),"PUCCINI, A.; PIZZOLATO, N. D.","[('programação linear', 'programação linear (2a edição)')]"
91,9674541381385819,"III Workshop de Algoritmos e Aplicações de Mineração de Dados, WAAMD´07","Plastino, A.; de Carvalho, A. C. P. L. F.; Ramos, R; Meira, W.","[('algoritmos', 'iii workshop de algoritmos e aplicações de mineração de dados, waamd´07')]"
92,567347379417740,DIFERENCIAÇÃO DAS ESPÉCIES DE Eimeria PARASITAS DE OVINOS PELO USO DA REGRESSÃO LINEAR E ALGORITMOS MORFOLÓGICOS,"HASSUM, I. C.; VALLADARES, Gustavo Souza; MENEZES, Rita de Cássia A A de","[('algoritmos', 'diferenciação das espécies de eimeria parasitas de ovinos pelo uso da regressão linear e algoritmos morfológicos')]"
93,3319849416288000,Uso de programação linear na produção de alevinos: estudo de caso,"HERMES, César Ademar; SILVA, L. C.; SOUZA, Samuel Nelson Melegari de","[('programação linear', 'uso de programação linear na produção de alevinos: estudo de caso')]"
94,3319849416288000,Uso da programação linear na produção de alevinos: Estudo de Caso,"HERMES, Cesar Ademar; SILVA, L. C.; SOUZA, S. N. M.","[('programação linear', 'uso da programação linear na produção de alevinos: estudo de caso')]"
95,4200591651892510,Estabilidade de algoritmos de integração temporal na análise dinâmica não-linear de treliças espaciais,"GRECO, M.; FERREIRA, I. P.; BARROS, F. B.","[('algoritmos', 'estabilidade de algoritmos de integração temporal na análise dinâmica não-linear de treliças espaciais')]"
96,9309934981626540,Algoritmos para o Problema não Capacitado de Fluxos com Custos Fixos nos Arcos: Uma Comparação Estatística,"CRUZ, F. R. B.; COLOSIMO, E. A.; MATEUS, G. R.","[('algoritmos', 'algoritmos para o problema não capacitado de fluxos com custos fixos nos arcos: uma comparação estatística')]"
97,9309934981626540,Proposta de análise de desempenho de algoritmos para otimização de redes de filas M/G/c/K baseada em DOE,"BARBOSA, HELINTON ANDRÉ LOPES; CALDAS, GABRIEL BAHIA; CRUZ, FREDERICO RODRIGUES BORGES DA","[('algoritmos', 'proposta de análise de desempenho de algoritmos para otimização de redes de filas m/g/c/k baseada em doe')]"
98,77386471839168,Previsão das propriedades físicas do papel kraft por espectroscopia no infravermelho próximo (NIR) e regressão por mínimos quadrados parciais (PLS),"Samistraro, Gisely; Muniz, Graciela I. B. de; Peralta-Zamora, Patricio; Cordeiro, Gilcélia A.","[('mínimos quadrados', 'previsão das propriedades físicas do papel kraft por espectroscopia no infravermelho próximo (nir) e regressão por mínimos quadrados parciais (pls)')]"
99,107727024654188,Aprendendo a Construir Algoritmos através da Mediação Digital,"SILVEIRA, S. R.; Luís de França; Magda Bercht","[('algoritmos', 'aprendendo a construir algoritmos através da mediação digital')]"
100,107727024654188,Um estudo comparativo de algoritmos de criptografia de chave pública: RSA versus curvas elípticas,"FERREIRA, L. E.; RIBEIRO, V. G.; SILVEIRA, S. R.; ZABADAL, J. R. S.","[('algoritmos', 'um estudo comparativo de algoritmos de criptografia de chave pública: rsa versus curvas elípticas')]"
101,107727024654188,UMA ABORDAGEM CONSTRUTIVISTA NO ENSINO DE ALGORITMOS E LÓGICA DE PROGRAMAÇÃO COM O AUXÍLIO DE UMA FERRAMENTA GAMIFICADA,"PERLIN, R.; MACEDO, R. T.; SILVEIRA, S. R.","[('algoritmos', 'uma abordagem construtivista no ensino de algoritmos e lógica de programação com o auxílio de uma ferramenta gamificada')]"
102,180042946685458,Otimização de Redes de Bragg em Fibra Usando Algoritmos Genéticos,"CARVALHO, João Claudio Chamma; COSTA, João Crisóstomo Weyl Albuquerque; FRANCÊS, Renato Lisboa; SOUZA, Marco José de; SALE JR, Claudomiro de Souza","[('algoritmos', 'otimização de redes de bragg em fibra usando algoritmos genéticos')]"
103,192590447392368,"Otimização Econômica da Exploração Agrícola para o Distrito de Irrigação Baixo Acaraú ? CE, Utilizando Programação Linear","SANTOS, M. A. L.; COSTA, R. N. T.; AGUIAR, J. V.; TEXEIRA, A. S.; GOMES FILHO, R. R.","[('programação linear', 'otimização econômica da exploração agrícola para o distrito de irrigação baixo acaraú ? ce, utilizando programação linear')]"
104,192590447392368,Modelo de Programação Linear para Otimização Econômica do Projeto de Irrigação Baixo Acaraú - CE,"SANTOS, M. A. L.; COSTA, R. N. T.; FRIZZONE, J. A.; SANTOS, C. G.; Santos, V. R.","[('programação linear', 'modelo de programação linear para otimização econômica do projeto de irrigação baixo acaraú - ce')]"
105,356900895970548,Método dos mínimos quadrados ponderados na análise de grupos de experimentos,"OLIVEIRA, W. A.; NOGUEIRA, M. C. S.","[('mínimos quadrados', 'método dos mínimos quadrados ponderados na análise de grupos de experimentos')]"
106,433008527802538,Gerenciamento de Redes de Sensores Sem Fio: uma visão sobre a Reprogramação Dinâmica,"FAVARETTO, R. M.; KIST, D. M.; SOUZA, R. S.; GEYER, C. F. R.; YAMIN, Adenauer Corrêa","[('programação dinâmica', 'gerenciamento de redes de sensores sem fio: uma visão sobre a reprogramação dinâmica')]"
107,754166113568098,Metodos y Algoritmos Para la Correlación de Alarmas en Redes de Telecomunicaciones,"MEIRA, D. M.; NOGUEIRA, J. M. S.","[('algoritmos', 'metodos y algoritmos para la correlación de alarmas en redes de telecomunicaciones')]"
108,853074551999988,Otimização da Operação de Reservatório pela Programação Dinâmica em um Processo de Decisão Markoviano,"MELLO JÚNIOR, A.; MATOS, Leonardo Nogueira","[('programação dinâmica', 'otimização da operação de reservatório pela programação dinâmica em um processo de decisão markoviano')]"
109,1035876028714358,PROPOSTA DE ALGORITMOS ALTERNATIVOS STREPTOCOCCUS ORALIS: ESTUDO NA DENTINA PROFUNDA,"MACIEL, Wamberto Vieira; PINTO, Fernando; SPERANÇA, Paulo Augusto; ANDRADE, M. C.; CAVALCANTI, Edjany Batista de Sá","[('algoritmos', 'proposta de algoritmos alternativos streptococcus oralis: estudo na dentina profunda')]"
110,1259718090654218,"Seleção e dimensionamento da frota de veículos rodoviários para o transporte principal de madeira, utilizando-se de programação linear não-inteira","SEIXAS, F.; WIDMER, J. A.","[('programação linear', 'seleção e dimensionamento da frota de veículos rodoviários para o transporte principal de madeira, utilizando-se de programação linear não-inteira')]"
111,1320324289662918,"Desenvolvimento de um Software Educacional para o Ensino de Algoritmos, Estruturas de Dados e Programação","SANTOS, R. P.; COSTA, H. A. X.","[('algoritmos', 'desenvolvimento de um software educacional para o ensino de algoritmos, estruturas de dados e programação')]"
112,1320324289662918,"Análise de Metodologias e Ambientes de Ensino para Algoritmos, Estruturas de Dados e Programação aos Iniciantes em Computação e Informática","SANTOS, R. P.; COSTA, H. A. X.","[('algoritmos', 'análise de metodologias e ambientes de ensino para algoritmos, estruturas de dados e programação aos iniciantes em computação e informática')]"
113,1325247019367288,Modelo recursivo de Hall-Davis: algoritmos em BASIC e para HP-15C,"DOURADO NETO, Durval","[('algoritmos', 'modelo recursivo de hall-davis: algoritmos em basic e para hp-15c')]"
114,1430848552649018,Programação Linear e o Problema do Sistema de Transporte Coletivo de Uberlândia,"RODRIGUES, L. B.; CÂMARA, M. A.","[('programação linear', 'programação linear e o problema do sistema de transporte coletivo de uberlândia')]"
115,1531018187057108,Atenuação dos efeitos da ionosfera no posicionamento relativo gps de alta precisão utilizando a técnica dos mínimos quadrados penalizados.,"ALVES, D. B. M.; MONICO, J. F. G.; MENEGUETTE, M.","[('mínimos quadrados', 'atenuação dos efeitos da ionosfera no posicionamento relativo gps de alta precisão utilizando a técnica dos mínimos quadrados penalizados.')]"
